PaperTitle,Year,Author,Citation,Publication,URL
Building an ecosystem for the tyrolean tourism knowledge graph,2018,E Kärle,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-03056-8_25
Event-centric tourism knowledge graph—A case study of Hainan,2020,J Wu,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-55130-8_1
Knowledge extraction experiment based on tourism knowledge graph Q & A data set,2020,X Liang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9202197/
Research on Tourism Question Answering System Based on Xi'an Tourism Knowledge Graph,2020,L Yang,,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1616/1/012090/meta
The chinese knowledge graph on domain-tourism,2019,W Zhang,,Springer,https://link.springer.com/chapter/10.1007/978-981-32-9244-4_3
A Practice of Tourism Knowledge Graph Construction Based on Heterogeneous Information,2020,D Xiao,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-63031-7_12
Question answering system based on tourism knowledge graph,2021,Y Sui,,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1883/1/012064/meta
Design of tourism intelligent recommendation model of Mount Tai Scenic area Based on Knowledge Graph,2020,L Feng,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9134069/
La Rioja Turismo: The Construction and Exploitation of a Queryable Tourism Knowledge Graph,2018,R Alonso-Maturana,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-03056-8_20
[PDF][PDF] Construction of Multi-modal Chinese Tourism Knowledge Graph,2020,QW Xie,,login.easychair.org,https://login.easychair.org/publications/preprint_download/k8kh
Developing a Vietnamese tourism question answering system using knowledge graph and deep learning,2021,P Do,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3453651
Building a knowledge graph by using cross-lingual transfer method and distributed MinIE algorithm on apache spark,2020,P Do,,Springer,https://link.springer.com/article/10.1007/s00521-020-05495-1
A personalized attractions recommendation model based on tourism knowledge graph,2021,Q Jiang,,spiedigitallibrary.org,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12129/121290P/A-personalized-attractions-recommendation-model-based-on-tourism-knowledge-graph/10.1117/12.2625599.short
